Date;Price;Open;High;Low;Vol.;Change %;;;
44426;447238;44.691.1;46.004.9;44.230.0;22360.0;0.0007000000000000001;;;
44425;446916;45.907.5;47.140.6;44.441.3;84140.0;-0.028399999999999998;;;
44424;459963;46.991.6;48.002.4;45.672.1;2410.0;-0.0212;;;
44423;469913;47.082.6;47.344.1;45.564.1;58110.0;-0.0019;;;
44422;470815;47.809.6;48.090.9;46.117.2;6.429.000.000.000.000;-0.0152;;;
44421;478091;44.404.0;47.836.0;44.242.4;75270.0;0.0767;;;
44420;444034;45.562.3;46.213.8;43.814.7;81070.0;-0.0255;;;
44419;455643;45.593.2;46.736.5;45.367.9;75430.0;-0.0006;;;
44418;455938;46.281.8;46.663.4;44.681.2;80550.0;-0.0149;;;
44417;462843;43.794.9;46.460.7;42.824.1;117080.0;0.056900000000000006;;;
44416;437928;44.584.9;45.284.1;43.314.4;105250.0;-0.0184;;;
44415;446142;42.784.7;44.697.3;42.611.0;112840.0;0.0425;;;
44414;427954;40.868.4;43.253.4;39.905.4;111930.0;0.0472;;;
44413;408672;39.734.4;41.366.3;37.365.4;130600.0;0.028399999999999998;;;
44412;397369;38.188.4;39.956.5;37.556.0;79220.0;0.0421;;;
44411;381303;39.167.4;39.766.6;37.688.2;260.0;-0.0265;;;
44410;391684;39.869.8;40.449.0;38.692.5;74810.0;-0.0178;;;
44409;398783;41.510.0;42.565.0;39.556.5;80330.0;-0.0403;;;
44408;415537;42.201.4;42.285.3;41.066.4;44650.0;-0.0154;;;
44407;422034;40.001.1;42.264.4;38.358.4;98450.0;0.055;;;
44406;400014;40.009.0;40.630.7;39.340.8;75300.0;0.0;;;
44405;400032;39.450.4;40.862.2;38.883.8;148920.0;0.013999999999999999;;;
44404;394520;37.294.3;39.455.9;36.427.4;100240.0;0.0584;;;
44403;372766;35.392.3;40.522.9;35.236.7;177630.0;0.0533;;;
44402;353911;34.392.5;35.391.1;33.881.3;6.509.999.999.999.990;0.0463;;;
44401;338248;33.600.5;33.955.0;33.412.9;67140.0;0.0066;;;
44400;336033;32.297.9;33.605.6;32.041.1;66150.0;0.0404;;;
44399;322989;32.131.7;32.585.4;31.729.4;6.487.000.000.000.000;0.0052;;;
44398;321314;29.794.7;32.794.6;29.519.3;118340.0;0.0785;;;
44397;297938;30.835.4;31.040.8;29.310.2;97460.0;-0.0338;;;
44396;308372;31.782.9;31.887.0;30.478.2;77480.0;-0.0298;;;
44395;317854;31.517.9;32.408.2;31.220.6;57010.0;0.0085;;;
44394;315186;31.384.4;31.914.8;31.207.8;58060.0;0.004;;;
44393;313940;31.842.3;32.239.8;31.062.2;70480.0;-0.013999999999999999;;;
44392;318405;32.820.5;33.157.0;31.175.8;76950.0;-0.029900000000000003;;;
44391;328207;32.727.8;33.051.9;31.611.2;69560.0;0.0028000000000000004;;;
44390;327281;33.106.1;33.307.7;32.259.5;60040.0;-0.0116;;;
44389;331130;34.228.3;34.598.0;32.662.8;63240.0;-0.0326;;;
44388;342277;33.510.8;34.580.6;33.319.8;35720.0;0.021400000000000002;;;
44387;335106;33.797.7;34.221.0;33.056.8;50940.0;-0.0085;;;
44386;337974;32.866.3;34.079.2;32.367.0;67140.0;0.028300000000000002;;;
44385;328663;33.859.4;33.923.2;32.146.9;108090.0;-0.0296;;;
44384;338678;34.228.7;35.036.6;33.801.3;72030.0;-0.0105;;;
44383;342256;33.688.5;35.062.0;33.581.7;83630.0;0.016;;;
44382;336878;35.297.0;35.300.5;33.164.1;88360.0;-0.045599999999999995;;;
44381;352982;34.742.8;35.957.6;34.740.1;56130.0;0.016;;;
44380;347428;33.814.2;34.909.8;33.363.3;55690.0;0.0275;;;
44379;338134;33.542.2;33.925.9;32.734.6;78930.0;0.008;;;
44378;335436;35.030.7;35.032.7;32.839.2;27410.0;-0.042300000000000004;;;
44377;350269;35.832.6;36.089.5;34.126.6;107070.0;-0.0225;;;
44376;358347;34.477.3;36.590.3;34.247.6;97270.0;0.0394;;;
44375;344759;34.682.2;35.231.2;33.944.9;112000.0;-0.0058;;;
44374;346785;32.247.1;34.685.5;32.041.7;148800.0;0.0755;;;
44373;322434;31.592.1;32.643.0;30.206.9;156670.0;0.0206;;;
44372;315940;34.660.5;35.490.9;31.337.9;193430.0;-0.0886;;;
44371;346658;33.678.1;35.249.9;32.356.7;119250.0;0.0294;;;
44370;336743;32.498.3;34.784.3;31.736.5;173340.0;0.0362;;;
44369;324964;31.682.7;33.272.5;28.901.8;309650.0;0.0254;;;
44368;316920;35.597.9;35.708.4;31.284.1;256870.0;-0.1097;;;
44367;355958;35.510.9;36.097.9;33.378.0;137480.0;0.0023;;;
44366;355134;35.770.0;36.357.3;34.845.5;105460.0;-0.0066;;;
44365;357494;38.045.5;38.166.0;35.198.5;102840.0;-0.0605;;;
44364;380520;38.337.8;39.529.9;37.425.3;109580.0;-0.0074;;;
44363;383360;40.148.1;40.494.4;38.156.4;123520.0;-0.0453;;;
44362;401561;40.522.5;41.318.0;39.589.9;117550.0;-0.0092;;;
44361;405294;39.024.1;40.970.4;38.769.9;157350.0;0.038599999999999995;;;
44360;390229;35.467.5;39.321.6;34.827.0;123320.0;0.1002;;;
44359;354675;37.334.4;37.437.3;34.703.3;87730.0;-0.0495;;;
44358;373146;36.654.3;37.641.1;36.003.3;109150.0;0.0181;;;
44357;366494;37.375.2;38.340.8;35.824.0;154320.0;-0.0183;;;
44356;373322;33.385.5;37.517.6;32.428.6;209820.0;0.1183;;;
44355;333829;33.574.6;34.047.8;31.158.1;193540.0;-0.0058;;;
44354;335780;35.815.4;36.754.6;33.410.1;119500.0;-0.0625;;;
44353;358154;35.518.7;36.434.0;35.265.3;62200.0;0.0083;;;
44352;355200;36.841.2;37.887.6;34.832.0;101480.0;-0.0361;;;
44351;368513;39.191.4;39.255.4;35.659.9;127710.0;-0.0596;;;
44350;391873;37.555.7;39.462.3;37.193.6;106440.0;0.0434;;;
44349;375558;36.687.7;38.199.9;35.981.1;96890.0;0.023700000000000002;;;
44348;366876;37.294.3;37.850.3;35.742.7;113480.0;-0.016399999999999998;;;
44347;372986;35.644.0;37.480.7;34.213.2;131700.0;0.0462;;;
44346;356528;34.589.3;36.388.6;33.441.0;104180.0;0.030899999999999997;;;
44345;345846;35.664.5;37.227.1;33.664.2;160430.0;-0.0302;;;
44344;356625;38.543.2;38.844.1;34.772.4;199580.0;-0.0717;;;
44343;384173;39.249.0;40.322.2;37.190.8;122930.0;-0.0212;;;
44342;392492;38.375.7;40.750.0;37.847.0;153800.0;0.0227;;;
44341;383783;38.753.6;39.740.8;36.540.7;163010.0;-0.0096;;;
44340;387506;34.720.3;39.851.7;34.474.6;244880.0;0.1174;;;
44339;346797;37.446.8;38.248.7;31.192.4;325730.0;-0.0739;;;
44338;374483;37.291.0;38.776.0;35.314.9;185830.0;0.004;;;
44337;372974;40.611.2;42.108.3;33.592.3;315500.0;-0.084;;;
44336;407172;36.706.8;42.425.9;35.010.4;269750.0;0.10880000000000001;;;
44335;367205;42.898.3;43.516.6;30.261.7;607100.0;-0.14400000000000002;;;
44334;428973;43.538.5;45.770.9;42.293.9;154960.0;-0.0148;;;
44333;435413;46.424.2;46.545.4;42.201.5;274760.0;-0.0621;;;
44332;464264;46.729.3;49.764.3;43.920.8;180070.0;-0.006;;;
44331;467088;49.839.1;50.640.9;46.650.2;131910.0;-0.06280000000000001;;;
44330;498398;49.704.9;51.459.2;48.874.0;118840.0;0.0027;;;
44329;497046;49.398.2;51.337.3;46.331.1;236710.0;0.006500000000000001;;;
44328;493842;56.694.5;57.938.5;49.187.0;160740.0;-0.129;;;
44327;566957;55.846.1;56.871.1;54.550.4;96470.0;0.0152;;;
44326;558489;58.251.2;59.523.9;53.678.3;142610.0;-0.040999999999999995;;;
44325;582383;58.840.6;59.227.0;56.414.4;103590.0;-0.0102;;;
44324;588401;57.330.3;59.471.1;56.972.2;101270.0;0.0262;;;
44323;573372;56.411.4;58.639.3;55.300.1;110010.0;0.0165;;;
44322;564054;57.441.0;58.364.9;55.294.5;109020.0;-0.018000000000000002;;;
44321;574413;53.872.5;57.936.4;53.872.5;119820.0;0.0688;;;
44320;537415;57.170.6;57.201.3;53.741.5;132330.0;-0.06;;;
44319;571698;56.605.8;58.925.1;56.562.4;89240.0;0.01;;;
44318;566038;57.807.2;57.868.4;56.110.5;53610.0;-0.0208;;;
44317;578071;57.719.1;58.449.4;57.029.5;63410.0;0.0015;;;
44316;577203;53.562.3;57.925.6;53.088.7;103740.0;0.07769999999999999;;;
44315;535608;54.838.6;55.173.7;52.400.0;83900.0;-0.023399999999999997;;;
44314;548414;55.036.0;56.419.9;53.876.4;86960.0;-0.0034999999999999996;;;
44313;550365;54.011.1;55.427.8;53.345.0;84080.0;0.018799999999999997;;;
44312;540205;48.963.5;54.320.9;48.815.9;12.975.999.999.999.900;0.1033;;;
44311;489636;50.088.2;50.532.4;47.098.5;59200.0;-0.0225;;;
44310;500889;51.140.8;51.183.0;48.775.2;82250.0;-0.0206;;;
44309;511436;51.707.1;52.099.9;47.659.4;214460.0;-0.0113;;;
44308;517295;53.821.3;55.408.4;50.590.9;168130.0;-0.0388;;;
44307;538202;56.479.5;56.764.4;53.657.6;100260.0;-0.0471;;;
44306;564832;55.645.1;57.054.9;53.422.5;115490.0;0.015;;;
44305;556461;56.208.1;57.517.0;54.272.3;117510.0;-0.01;;;
44304;562071;60.043.2;60.362.1;51.817.6;216810.0;-0.0639;;;
44303;600419;61.358.3;62.509.1;59.672.1;84080.0;-0.0218;;;
44302;613797;63.211.6;63.518.5;60.027.3;136850.0;-0.028999999999999998;;;
44301;632160;62.978.6;63.729.1;62.067.5;76970.0;0.0037;;;
44300;629804;63.544.2;64.778.0;61.366.3;130430.0;-0.0088;;;
44299;635409;59.863.6;63.659.0;59.839.4;126560.0;0.061399999999999996;;;
44298;598638;59.982.1;61.259.9;59.569.2;81880.0;-0.0019;;;
44297;599787;59.772.4;60.667.1;59.250.3;58200.0;0.0039000000000000003;;;
44296;597484;58.127.4;61.229.0;57.900.0;103720.0;0.027999999999999997;;;
44295;581187;58.076.8;58.890.9;57.686.0;59220.0;0.0007000000000000001;;;
44294;580774;55.948.0;58.136.7;55.721.6;64780.0;0.038;;;
44293;559487;57.996.3;58.627.7;55.489.3;110690.0;-0.0353;;;
44292;579963;59.169.0;59.487.0;57.403.3;77150.0;-0.0169;;;
44291;589934;58.202.3;59.205.1;56.842.7;54130.0;0.013600000000000001;;;
44290;581999;57.059.7;58.464.8;56.470.6;57210.0;0.02;;;
44289;570599;58.976.8;59.770.5;56.906.7;68740.0;-0.0325;;;
44288;589773;58.718.2;60.134.9;58.466.5;72370.0;0.0044;;;
44287;587183;58.763.2;59.406.5;58.040.7;69040.0;-0.0008;;;
44286;587637;58.771.4;59.795.6;56.991.6;98060.0;-0.0001;;;
44285;587713;57.614.6;59.366.9;57.077.1;86210.0;0.02;;;
44284;576162;55.764.7;58.392.6;54.951.1;107910.0;0.0332;;;
44283;557652;55.856.9;56.504.2;54.711.3;58710.0;-0.0017000000000000001;;;
44282;558629;55.033.8;56.531.1;54.010.2;73870.0;0.015;;;
44281;550361;51.317.4;55.074.1;51.302.0;100300.0;0.0724;;;
44280;513223;52.330.0;53.175.4;50.441.3;143350.0;-0.0192;;;
44279;523254;54.309.1;57.169.4;51.725.4;137910.0;-0.0391;;;
44278;544525;54.117.5;55.813.8;52.992.3;84840.0;0.0054;;;
44277;541583;57.379.3;58.379.9;53.784.2;95530.0;-0.0562;;;
44276;573838;58.097.4;58.583.8;55.583.3;77470.0;-0.012199999999999999;;;
44275;580934;58.084.1;59.882.1;57.863.0;67830.0;0.0001;;;
44274;580880;57.645.0;59.448.3;56.305.1;83980.0;0.0075;;;
44273;576560;58.911.8;60.088.0;57.099.6;102620.0;-0.0213;;;
44272;589135;56.892.9;58.933.2;54.253.2;118260.0;0.0356;;;
44271;568897;55.619.5;56.889.7;53.342.6;12.850.999.999.999.900;0.0197;;;
44270;557913;59.117.4;60.565.9;55.088.8;117710.0;-0.0562;;;
44269;591137;61.192.7;61.673.7;59.113.7;80290.0;-0.034;;;
44268;611953;57.267.4;61.795.8;56.118.8;134640.0;0.06860000000000001;;;
44267;572651;57.806.2;58.052.3;55.134.5;116960.0;-0.0092;;;
44266;577995;55.851.2;58.135.0;54.351.8;129630.0;0.0349;;;
44265;558519;54.882.7;57.328.7;53.073.6;140960.0;0.0177;;;
44264;548790;52.352.4;54.880.6;51.941.3;114060.0;0.049100000000000005;;;
44263;523110;50.988.9;52.384.9;49.338.1;68140.0;0.026099999999999998;;;
44262;509823;48.899.0;51.434.1;48.890.6;82910.0;0.0435;;;
44261;488556;48.798.7;49.191.8;47.132.8;66660.0;0.0013;;;
44260;487925;48.363.6;49.429.4;46.370.1;113640.0;0.0075;;;
44259;484280;50.388.0;51.757.7;47.521.8;9560.0;-0.039;;;
44258;503951;48.422.2;52.567.9;48.159.2;44930.0;0.0407;;;
44257;484242;49.595.6;50.191.9;47.100.6;102100.0;-0.0236;;;
44256;495955;45.160.5;49.774.0;45.008.8;137520.0;0.0981;;;
44255;451640;46.136.0;46.582.0;43.100.6;135080.0;-0.021099999999999997;;;
44254;461367;46.333.1;48.335.1;45.059.4;98750.0;-0.0045000000000000005;;;
44253;463456;46.928.5;48.413.9;44.248.2;189410.0;-0.0124;;;
44252;469285;49.695.9;52.013.8;46.773.7;83220.0;-0.0557;;;
44251;496975;48.911.1;51.311.8;47.031.7;153750.0;0.0161;;;
44250;489112;54.114.1;54.115.0;45.093.8;315070.0;-0.09609999999999999;;;
44249;541118;57.437.6;57.480.8;48.353.8;244950.0;-0.057800000000000004;;;
44248;574338;55.907.6;58.335.1;55.502.7;87260.0;0.027000000000000003;;;
44247;559237;55.922.0;57.523.8;54.124.1;127850.0;0.0003;;;
44246;559066;51.590.1;56.238.5;50.816.8;139430.0;0.08380000000000001;;;
44245;515822;52.094.5;52.524.0;50.941.6;94350.0;-0.0095;;;
44244;520792;49.161.3;52.577.7;49.018.1;140030.0;0.0592;;;
44243;491697;47.934.2;50.515.8;47.044.4;141370.0;0.025699999999999997;;;
44242;479363;48.611.1;48.936.5;45.786.1;123180.0;-0.014499999999999999;;;
44241;486434;47.172.1;49.695.1;47.051.9;106500.0;0.0313;;;
44240;471687;47.373.1;48.097.3;46.270.5;89420.0;-0.0043;;;
44239;473717;47.995.0;48.927.4;46.218.6;133730.0;-0.0129;;;
44238;479907;44.834.8;48.622.1;44.041.1;145770.0;0.0704;;;
44237;448360;46.507.8;47.295.3;43.800.5;151830.0;-0.036000000000000004;;;
44236;465086;46.396.4;48.143.5;45.104.7;193870.0;0.0024;;;
44235;463957;38.853.6;46.596.4;38.057.0;248470.0;0.1941;;;
44234;388529;39.228.9;39.691.7;37.381.6;125370.0;-0.0103;;;
44233;392566;38.300.6;40.939.7;38.275.3;156020.0;0.025;;;
44232;382976;36.976.4;38.303.6;36.640.0;100600.0;0.0356;;;
44231;369821;37.648.9;38.707.9;36.380.8;151440.0;-0.0177;;;
44230;376468;35.486.9;37.646.8;35.401.5;131030.0;0.060899999999999996;;;
44229;354852;33.514.0;35.976.1;33.462.4;120850.0;0.0588;;;
44228;335157;33.106.8;34.685.6;32.324.9;126320.0;0.0123;;;
44227;331081;34.281.6;34.348.3;32.189.9;101920.0;-0.034300000000000004;;;
44226;342831;34.300.0;34.920.9;32.908.5;128570.0;-0.0005;;;
44225;343018;33.381.7;38.546.0;31.953.3;297730.0;0.0278;;;
44224;333748;30.408.9;33.790.8;29.911.9;167390.0;0.0977;;;
44223;304040;32.499.6;32.545.4;29.290.4;194350.0;-0.0646;;;
44222;325021;32.244.1;32.917.7;30.850.0;139840.0;0.0077;;;
44221;322523;32.244.3;34.854.3;31.967.4;142430.0;0.0003;;;
44220;322413;32.088.5;33.034.8;30.982.9;88210.0;0.004699999999999999;;;
44219;320889;32.994.1;33.441.4;31.418.2;100700.0;-0.0276;;;
44218;330005;30.838.7;33.821.2;28.871.2;243090.0;0.07;;;
44217;308421;35.472.3;35.591.1;30.101.8;253270.0;-0.1306;;;
44216;354763;35.862.1;36.384.4;33.444.5;153610.0;-0.0146;;;
44215;360029;36.630.6;37.821.0;36.001.4;79110.0;-0.0167;;;
44214;366132;35.838.2;37.436.8;34.801.0;111520.0;0.0216;;;
44213;358396;36.020.1;36.801.3;33.883.5;126820.0;-0.005;;;
44212;360195;36.751.8;37.931.7;35.408.4;137020.0;-0.022400000000000003;;;
44211;368458;39.175.7;39.715.0;34.488.7;118420.0;-0.059500000000000004;;;
44210;391757;37.383.4;40.054.3;36.772.1;172400.0;0.048;;;
44209;373822;34.061.2;37.764.6;32.451.9;209930.0;0.09699999999999999;;;
44208;340761;35.426.0;36.598.7;32.572.7;241930.0;-0.041299999999999996;;;
44207;355443;38.195.3;38.217.2;30.411.6;251040.0;-0.0693;;;
44206;381922;40.149.7;41.362.4;35.141.6;215780.0;-0.048799999999999996;;;
44205;401519;40.607.2;41.363.5;38.775.1;12.841.999.999.999.900;-0.011000000000000001;;;
44204;405993;39.466.4;41.921.7;36.613.4;251290.0;0.028900000000000002;;;
44203;394602;36.798.5;40.340.9;36.361.2;249600.0;0.0725;;;
44202;367932;33.999.3;36.934.8;33.408.3;227560.0;0.0824;;;
44201;339915;32.015.4;34.414.7;30.010.5;202130.0;0.061500000000000006;;;
44200;320226;33.016.6;33.587.5;28.204.5;255270.0;-0.028399999999999998;;;
44199;329589;32.192.9;34.755.9;32.029.6;155210.0;0.023799999999999998;;;
44198;321933;29.359.7;33.233.5;29.008.0;240870.0;0.0965;;;
44197;293599;28.951.7;29.627.1;28.712.4;100900.0;0.014199999999999999;;;
44196;289494;28.866.8;29.298.8;28.025.0;136690.0;0.0028000000000000004;;;
44195;288687;27.374.5;28.979.3;27.374.5;159820.0;0.0545;;;
44194;273760;27.065.3;27.390.7;25.902.8;119570.0;0.0118;;;
44193;270578;26.259.2;27.444.9;26.144.3;126980.0;0.030299999999999997;;;
44192;262613;26.460.3;28.360.3;25.858.2;231230.0;-0.0073;;;
44191;264544;24.714.7;26.826.0;24.515.1;155770.0;0.07150000000000001;;;
44190;246896;23.728.7;24.778.9;23.445.3;2400.0;0.04019999999999999;;;
44189;237365;23.253.2;23.783.7;22.737.3;104590.0;0.0206;;;
44188;232579;23.820.8;24.063.7;22.694.7;178470.0;-0.023700000000000002;;;
44187;238232;22.730.4;23.825.4;22.388.6;130750.0;0.0482;;;
44186;227285;23.474.1;24.101.9;22.015.5;154690.0;-0.0318;;;
44185;234749;23.843.6;24.280.9;23.098.9;114090.0;-0.0155;;;
44184;238440;23.127.6;24.107.1;22.797.0;133880.0;0.031;;;
44183;231279;22.823.3;23.272.8;22.361.5;131800.0;0.013300000000000001;;;
44182;228254;21.352.3;23.738.0;21.243.1;310740.0;0.069;;;
44181;213522;19.434.7;21.525.3;19.299.7;199810.0;0.0987;;;
44180;194349;19.273.9;19.556.3;19.076.2;98390.0;0.0084;;;
44179;192738;19.176.4;19.346.5;19.007.0;67110.0;0.0051;;;
44178;191768;18.808.1;19.403.6;18.716.8;82450.0;0.0196;;;
44177;188089;18.026.7;18.936.2;18.025.1;71370.0;0.0436;;;
44176;180236;18.250.5;18.288.3;17.600.1;111530.0;-0.0123;;;
44175;182472;18.546.1;18.551.8;17.926.8;85310.0;-0.0161;;;
44174;185460;18.322.4;18.637.9;17.658.8;129720.0;0.012;;;
44173;183266;19.170.8;19.288.6;18.229.2;101410.0;-0.044000000000000004;;;
44172;191707;19.368.4;19.424.6;18.908.8;61980.0;-0.0108;;;
44171;193799;19.146.0;19.417.1;18.873.0;54560.0;0.012199999999999999;;;
44170;191465;18.657.5;19.172.7;18.507.1;59440.0;0.0262;;;
44169;186581;19.431.1;19.529.5;18.610.8;110630.0;-0.039900000000000005;;;
44168;194333;19.219.8;19.596.6;18.883.7;99970.0;0.011200000000000002;;;
44167;192188;18.767.9;19.335.5;18.346.7;91920.0;0.0239;;;
44166;187707;19.697.8;19.897.4;18.257.0;208720.0;-0.0471;;;
44165;196981;18.186.0;19.831.2;18.186.0;185590.0;0.0832;;;
44164;181855;17.729.7;18.336.3;17.530.4;79120.0;0.025699999999999997;;;
44163;177307;17.142.6;17.874.4;16.874.4;95200.0;0.0352;;;
44162;171271;17.160.9;17.450.3;16.481.6;138800.0;-0.002;;;
44161;171620;18.721.9;18.894.9;16.235.2;312070.0;-0.0834;;;
44160;187230;19.151.5;19.486.7;18.527.7;146120.0;-0.022400000000000003;;;
44159;191526;18.394.6;19.416.6;18.074.8;180790.0;0.0421;;;
44158;183796;18.428.1;18.756.8;18.016.0;127350.0;-0.0018;;;
44157;184129;18.689.3;18.751.5;17.644.6;121760.0;-0.0147;;;
44156;186872;18.673.8;18.966.0;18.397.5;108910.0;0.0006;;;
44155;186752;17.805.5;18.811.0;17.758.4;134420.0;0.049;;;
44154;178035;17.775.1;18.166.0;17.380.1;135940.0;0.0016;;;
44153;177746;17.662.3;18.466.1;17.258.9;233430.0;0.0064;;;
44152;176623;16.715.8;17.845.4;16.562.0;175870.0;0.056600000000000004;;;
44151;167158;15.954.1;16.880.7;15.870.7;118090.0;0.0478;;;
44150;159530;16.074.7;16.158.1;15.782.3;58430.0;-0.0073;;;
44149;160710;16.323.1;16.328.2;15.717.7;83640.0;-0.0155;;;
44148;163242;16.293.0;16.474.1;15.973.4;113750.0;0.0018;;;
44147;162947;15.695.8;16.342.7;15.483.5;165540.0;0.0382;;;
44146;156958;15.303.1;15.953.9;15.281.0;119070.0;0.0256;;;
44145;153036;15.328.0;15.465.3;15.096.5;93360.0;-0.0015;;;
44144;153272;15.483.3;15.819.6;14.816.9;165040.0;-0.0101;;;
44143;154837;14.826.6;15.648.3;14.720.7;94990.0;0.044199999999999996;;;
44142;148284;15.578.2;15.754.4;14.385.1;160730.0;-0.0481;;;
44141;155779;15.593.9;15.955.2;15.223.5;186130.0;-0.0006;;;
44140;155871;14.145.6;15.739.9;14.099.7;227490.0;0.10189999999999999;;;
44139;141456;14.023.0;14.238.8;13.544.4;140800.0;0.009000000000000001;;;
44138;140199;13.560.5;14.054.0;13.294.6;108170.0;0.0338;;;
44137;135614;13.759.7;13.828.4;13.214.2;97760.0;-0.0144;;;
44136;137594;13.795.5;13.889.5;13.628.7;51710.0;-0.0027;;;
44135;137973;13.560.2;14.065.4;13.441.7;102750.0;0.0175;;;
44134;135599;13.457.0;13.667.9;13.134.5;108770.0;0.0076;;;
44133;134572;13.278.3;13.640.0;12.982.9;111230.0;0.0134;;;
44132;132789;13.658.3;13.851.7;12.907.6;144180.0;-0.0277;;;
44131;136578;13.061.5;13.782.3;13.050.3;12.863.999.999.999.900;0.045599999999999995;;;
44130;130616;13.033.0;13.229.7;12.792.4;89470.0;0.0023;;;
44129;130322;13.117.0;13.345.3;12.900.4;59730.0;-0.006500000000000001;;;
44128;131172;12.933.6;13.161.5;12.876.4;51200.0;0.014199999999999999;;;
44127;129341;12.972.7;13.025.5;12.738.9;73940.0;-0.0031;;;
44126;129746;12.805.5;13.183.9;12.698.2;113310.0;0.013000000000000001;;;
44125;128087;11.913.6;13.213.5;11.894.6;197720.0;0.0751;;;
44124;119135;11.753.9;12.029.4;11.685.7;94590.0;0.013600000000000001;;;
44123;117534;11.507.1;11.823.3;11.413.9;73040.0;0.021400000000000002;;;
44122;115069;11.362.1;11.506.9;11.349.8;31510.0;0.0127;;;
44121;113621;11.321.8;11.402.7;11.274.4;29860.0;0.0034999999999999996;;;
44120;113220;11.503.2;11.542.2;11.224.6;71420.0;-0.015700000000000002;;;
44119;115030;11.421.4;11.590.9;11.276.7;70840.0;0.0072;;;
44118;114204;11.424.4;11.541.0;11.293.5;59120.0;-0.0003;;;
44117;114238;11.533.5;11.558.0;11.315.9;64670.0;-0.0095;;;
44116;115339;11.370.8;11.715.9;11.227.4;84020.0;0.0143;;;
44115;113710;11.295.6;11.439.4;11.277.6;41060.0;0.0064;;;
44114;112984;11.053.5;11.475.0;11.053.1;65810.0;0.022099999999999998;;;
44113;110542;10.923.5;11.103.0;10.836.9;70950.0;0.011899999999999999;;;
44112;109241;10.670.7;10.948.6;10.549.6;79780.0;0.023700000000000002;;;
44111;106709;10.601.0;10.680.1;10.553.3;49270.0;0.0064;;;
44110;106026;10.790.2;10.800.3;10.530.8;69070.0;-0.0173;;;
44109;107895;10.672.5;10.789.6;10.623.4;48860.0;0.0109;;;
44108;106729;10.544.4;10.693.3;10.520.8;31400.0;0.012199999999999999;;;
44107;105442;10.572.2;10.597.8;10.501.2;29100.0;-0.0027;;;
44106;105723;10.619.6;10.662.9;10.387.6;77940.0;-0.0045000000000000005;;;
44105;106205;10.776.6;10.913.7;10.462.7;95330.0;-0.0144;;;
44104;107761;10.843.4;10.847.7;10.667.6;55550.0;-0.006;;;
44103;108409;10.694.3;10.858.4;10.642.4;59640.0;0.0138;;;
44102;106932;10.776.4;10.946.6;10.685.2;72290.0;-0.0077;;;
44101;107762;10.727.9;10.799.2;10.602.7;40920.0;0.0045000000000000005;;;
44100;107279;10.688.9;10.793.3;10.650.2;37850.0;0.0037;;;
44099;106888;10.739.9;10.756.0;10.558.9;71430.0;-0.004699999999999999;;;
44098;107394;10.238.1;10.787.8;10.201.0;82950.0;0.049;;;
44097;102373;10.531.5;10.535.4;10.146.6;74950.0;-0.0279;;;
44096;105315;10.419.4;10.570.7;10.361.7;63520.0;0.011000000000000001;;;
44095;104168;10.919.9;10.987.2;10.328.5;109850.0;-0.0462;;;
44094;109215;11.081.6;11.081.6;10.772.7;53390.0;-0.014499999999999999;;;
44093;110818;10.933.0;11.177.1;10.890.7;51630.0;0.013600000000000001;;;
44092;109330;10.941.3;11.029.7;10.818.7;63480.0;-0.0008;;;
44091;109413;10.950.1;11.039.3;10.755.2;77220.0;-0.0007000000000000001;;;
44090;109495;10.785.2;11.093.3;10.669.2;94940.0;0.0152;;;
44089;107853;10.675.2;10.931.8;10.627.8;91700.0;0.0103;;;
44088;106753;10.332.7;10.744.3;10.264.5;96640.0;0.0338;;;
44087;103260;10.441.7;10.579.6;10.219.4;66120.0;-0.0111;;;
44086;104419;10.390.2;10.476.8;10.275.9;48490.0;0.005;;;
44085;103902;10.339.8;10.398.8;10.212.6;62280.0;0.0049;;;
44084;103397;10.224.3;10.480.3;10.219.2;88010.0;0.0113;;;
44083;102246;10.126.8;10.343.3;9.984.6;71370.0;0.0097;;;
44082;101266;10.376.9;10.434.4;9.877.1;113900.0;-0.0241;;;
44081;103769;10.296.4;10.400.9;9.887.0;12400000.0;0.0078000000000000005;;;
44080;102964;10.092.2;10.337.7;10.004.7;12120000.0;0.0202;;;
44079;100922;10.472.3;10.558.7;9.897.8;14720000.0;-0.0363;;;
44078;104725;10.168.7;10.614.2;9.960.3;12500000.0;0.029900000000000003;;;
44077;101688;11.413.2;11.442.7;10.009.5;9650000.0;-0.109;;;
44076;114133;11.914.4;11.947.5;11.244.9;20260000.0;-0.0421;;;
44075;119149;11.644.2;12.045.9;11.544.6;580690.0;0.0232;;;
44074;116442;11.701.1;11.760.2;11.563.8;496140.0;-0.0049;;;
44073;117020;11.468.1;11.704.2;11.462.6;409360.0;0.0204;;;
44072;114681;11.527.8;11.576.8;11.433.5;389850.0;-0.0051;;;
44071;115274;11.327.5;11.539.0;11.281.9;464940.0;0.0177;;;
44070;113274;11.462.3;11.580.3;11.135.3;560590.0;-0.0118;;;
44069;114623;11.324.9;11.533.6;11.254.6;51.305.999.999.999.900;0.0121;;;
44068;113248;11.752.9;11.766.9;11.131.0;594070.0;-0.0365;;;
44067;117535;11.641.6;11.824.6;11.587.1;429130.0;0.0096;;;
44066;116416;11.661.1;11.705.4;11.520.8;377330.0;-0.0017000000000000001;;;
