Date,Price,Open,High,Low,Vol,Change
44530,56.882,57.795,59.174,55.936,73.66,-1.58%
44529,57.794,57.288,58.855,56.726,58.65,0.88%
44528,57.291,54.758,57.392,53.448,49.28,4.61%
44527,54.765,53.747,55.280,53.654,40.71,1.93%
44526,53.730,58.937,59.151,53.533,104.3,-8.83%
44525,58.935,57.167,59.387,57.29,56.79,3.08%
44524,57.171,57.559,57.697,55.910,56.68,-0.70%
44523,57.573,56.304,57.855,55.542,72.48,2.25%
44522,56.308,58.719,59.288,55.656,76.45,-4.10%
44521,58.714,59.724,60.2,58.528,40.98,-1.68%
44520,59.717,58.80,59.854,57.435,44.53,2.81%
44519,58.83,56.908,58.335,55.626,74.44,1.98%
44518,56.955,60.368,60.936,56.524,100.37,-5.65%
44517,60.367,60.74,60.814,58.531,73.93,0.46%
44516,60.89,63.605,63.605,58.655,115.36,-5.52%
44515,63.597,65.514,66.311,63.439,53.53,-2.92%
44514,65.508,64.397,65.508,63.608,33.98,1.72%
44513,64.398,64.133,64.906,63.381,30.34,0.41%
44512,64.134,64.782,65.449,62.309,63.27,-1.04%
44511,64.806,64.922,65.583,64.121,50.37,-0.19%
44510,64.932,66.942,68.990,62.951,96.21,-2.95%
44509,66.904,67.528,68.493,66.334,66.13,-0.92%
44508,67.527,63.276,67.763,63.276,81.8,6.72%
44507,63.273,61.483,63.273,61.347,34.34,2.91%
44506,61.483,60.973,61.543,60.93,34.89,0.84%
44505,60.974,61.411,62.560,60.742,44.46,-0.71%
44504,61.412,62.915,63.77,60.742,49.91,-2.39%
44503,62.918,63.223,63.508,60.883,61.5,-0.48%
44502,63.221,60.912,64.256,60.651,65.26,3.79%
44501,60.915,61.310,62.430,59.612,61.21,-0.64%
44500,61.309,61.842,62.393,60.5,50.6,-0.86%
44499,61.840,62.245,62.338,60.786,40.51,-0.65%
44498,62.242,60.579,62.952,60.322,63.39,2.74%
44497,60.582,58.437,62.251,58.128,88.47,3.67%
44496,58.438,60.312,61.452,58.112,88.11,-3.11%
44495,60.310,63.67,63.275,59.907,57.13,-4.37%
44494,63.67,60.864,63.694,60.655,51.6,3.62%
44493,60.866,61.308,61.469,59.523,42.67,-0.73%
44492,61.312,60.693,61.728,59.738,37.5,1.03%
44491,60.690,62.200,63.699,60.55,75.69,-2.44%
44490,62.210,66.4,66.616,62.92,105.38,-5.71%
44489,65.979,64.276,66.967,63.543,79.87,2.65%
44488,64.278,62.30,64.454,61.451,80.16,3.58%
44487,62.56,61.525,62.623,60.26,80.15,0.86%
44486,61.527,60.865,61.651,59.143,53.39,1.09%
44485,60.861,61.669,62.329,60.161,49.93,-1.32%
44484,61.672,57.348,62.892,56.874,121.48,7.54%
44483,57.345,57.370,58.506,56.866,59.84,-0.06%
44482,57.380,56.14,57.697,54.314,73.62,2.44%
44481,56.15,57.480,57.635,54.155,74.85,-2.54%
44480,57.477,54.686,57.814,54.457,73.84,5.10%
44479,54.687,54.942,56.432,54.100,104.43,-0.46%
44478,54.942,53.924,55.430,53.711,64.65,1.91%
44477,53.914,53.785,55.977,53.659,64.5,0.24%
44476,53.783,55.325,55.325,53.476,75.68,-2.78%
44475,55.323,51.470,55.676,50.439,116.26,7.49%
44474,51.469,49.229,51.872,49.60,76.63,4.55%
44473,49.227,48.200,49.481,46.958,66.92,2.13%
44472,48.200,47.665,49.165,47.123,42.41,1.12%
44471,47.666,48.147,48.306,47.451,39.82,-1.00%
44470,48.146,43.824,48.435,43.292,94.66,9.86%
44469,43.823,41.534,44.101,41.416,64.32,5.50%
44468,41.536,41.23,42.571,40.815,48.21,1.25%
44467,41.22,42.169,42.758,40.906,60.1,-2.73%
44466,42.172,43.200,44.293,42.143,54.12,-2.39%
44465,43.203,42.685,43.907,40.786,69.91,1.21%
44464,42.686,42.818,42.959,41.714,46.35,-0.31%
44463,42.819,44.867,45.112,40.908,128.88,-4.57%
44462,44.869,43.550,44.949,43.90,74.54,3.03%
44461,43.551,40.660,43.976,40.585,93.98,7.13%
44460,40.651,43.12,43.619,39.646,142.55,-5.18%
44459,42.870,47.240,47.323,42.547,77.96,-9.25%
44458,47.238,48.299,48.341,46.866,41.98,-2.21%
44457,48.306,47.283,48.761,47.70,43.64,2.17%
44456,47.282,47.748,48.155,46.788,50.16,-0.97%
44455,47.748,48.132,48.480,47.40,60.91,-0.80%
44454,48.130,47.70,48.436,46.743,63.40,2.24%
44453,47.77,44.950,47.247,44.718,65.33,4.73%
44452,44.949,46.60,46.807,43.463,96.15,-2.42%
44451,46.62,45.162,46.386,44.755,44.52,1.99%
44450,45.161,44.844,45.975,44.766,41.58,0.71%
44449,44.842,46.385,47.21,44.283,75.62,-3.33%
44448,46.385,46.57,47.305,45.609,73.63,0.70%
44447,46.61,46.774,47.316,44.493,100.48,-1.54%
44446,46.779,52.674,52.885,43.72,187.56,-11.19%
44445,52.672,51.769,52.726,51.2,69.46,1.75%
44444,51.768,49.918,51.878,49.492,57.30,3.71%
44443,49.918,49.999,50.534,49.461,48.14,-0.16%
44442,49.999,49.269,51.8,48.377,88.8,1.47%
44441,49.274,48.817,50.355,48.612,80.21,0.93%
44440,48.819,47.129,49.121,46.533,74.38,3.58%
44439,47.130,46.989,48.217,46.709,71.48,0.29%
44438,46.992,48.777,48.886,46.876,61.68,-3.66%
44437,48.777,48.899,49.621,47.870,47.62,-0.24%
44436,48.897,49.62,49.289,48.428,36.73,-0.34%
44435,49.64,46.830,49.142,46.371,62.47,4.77%
44434,46.831,48.994,49.347,46.360,73.79,-4.41%
44433,48.994,47.707,49.230,47.163,63.54,2.68%
44432,47.714,49.532,49.847,47.623,74.26,-3.68%
44431,49.539,49.255,50.498,49.38,75.37,0.58%
44430,49.254,48.870,49.480,48.151,49.32,0.77%
44429,48.875,49.330,49.719,48.293,18.20,-0.91%
44428,49.324,46.756,49.343,46.646,83.19,5.49%
44427,46.755,44.725,47.12,43.986,77.92,4.54%
44426,44.723,44.691,46.4,44.230,22.36,0.07%
44425,44.691,45.907,47.140,44.441,84.14,-2.84%
44424,45.996,46.991,48.2,45.672,2.41,-2.12%
44423,46.991,47.82,47.344,45.564,58.11,-0.19%
44422,47.81,47.809,48.90,46.117,64.29,-1.52%
44421,47.809,44.404,47.836,44.242,75.27,7.67%
44420,44.403,45.562,46.213,43.814,81.7,-2.55%
44419,45.564,45.593,46.736,45.367,75.43,-0.06%
44418,45.593,46.281,46.663,44.681,80.55,-1.49%
44417,46.284,43.794,46.460,42.824,117.8,5.69%
44416,43.792,44.584,45.284,43.314,105.25,-1.84%
44415,44.614,42.784,44.697,42.611,112.84,4.25%
44414,42.795,40.868,43.253,39.905,111.93,4.72%
44413,40.867,39.734,41.366,37.365,130.60,2.84%
44412,39.736,38.188,39.956,37.556,79.22,4.21%
44411,38.130,39.167,39.766,37.688,0.26,-2.65%
44410,39.168,39.869,40.449,38.692,74.81,-1.78%
44409,39.878,41.510,42.565,39.556,80.33,-4.03%
44408,41.553,42.201,42.285,41.66,44.65,-1.54%
44407,42.203,40.1,42.264,38.358,98.45,5.50%
44406,40.1,40.9,40.630,39.340,75.30,0.00%
44405,40.3,39.450,40.862,38.883,148.92,1.40%
44404,39.452,37.294,39.455,36.427,100.24,5.84%
44403,37.276,35.392,40.522,35.236,177.63,5.33%
44402,35.391,34.392,35.391,33.881,65.10,4.63%
44401,33.824,33.600,33.955,33.412,67.14,0.66%
44400,33.603,32.297,33.605,32.41,66.15,4.04%
44399,32.298,32.131,32.585,31.729,64.87,0.52%
44398,32.131,29.794,32.794,29.519,118.34,7.85%
44397,29.793,30.835,31.40,29.310,97.46,-3.38%
44396,30.837,31.782,31.887,30.478,77.48,-2.98%
44395,31.785,31.517,32.408,31.220,57.1,0.85%
44394,31.518,31.384,31.914,31.207,58.6,0.40%
44393,31.394,31.842,32.239,31.62,70.48,-1.40%
44392,31.840,32.820,33.157,31.175,76.95,-2.99%
44391,32.820,32.727,33.51,31.611,69.56,0.28%
44390,32.728,33.106,33.307,32.259,60.4,-1.16%
44389,33.113,34.228,34.598,32.662,63.24,-3.26%
44388,34.227,33.510,34.580,33.319,35.72,2.14%
44387,33.510,33.797,34.221,33.56,50.94,-0.85%
44386,33.797,32.866,34.79,32.367,67.14,2.83%
44385,32.866,33.859,33.923,32.146,108.9,-2.96%
44384,33.867,34.228,35.36,33.801,72.3,-1.05%
44383,34.225,33.688,35.62,33.581,83.63,1.60%
44382,33.687,35.297,35.300,33.164,88.36,-4.56%
44381,35.298,34.742,35.957,34.740,56.13,1.60%
44380,34.742,33.814,34.909,33.363,55.69,2.75%
44379,33.813,33.542,33.925,32.734,78.93,0.80%
44378,33.543,35.30,35.32,32.839,27.41,-4.23%
44377,35.26,35.832,36.89,34.126,107.7,-2.25%
44376,35.834,34.477,36.590,34.247,97.27,3.94%
44375,34.475,34.682,35.231,33.944,112.0,-0.58%
44374,34.678,32.247,34.685,32.41,148.80,7.55%
44373,32.243,31.592,32.643,30.206,156.67,2.06%
44372,31.594,34.660,35.490,31.337,193.43,-8.86%
44371,34.665,33.678,35.249,32.356,119.25,2.94%
44370,33.674,32.498,34.784,31.736,173.34,3.62%
44369,32.496,31.682,33.272,28.901,309.65,2.54%
44368,31.692,35.597,35.708,31.284,256.87,-10.97%
44367,35.595,35.510,36.97,33.378,137.48,0.23%
44366,35.513,35.770,36.357,34.845,105.46,-0.66%
44365,35.749,38.45,38.166,35.198,102.84,-6.05%
44364,38.52,38.337,39.529,37.425,109.58,-0.74%
44363,38.336,40.148,40.494,38.156,123.52,-4.53%
44362,40.156,40.522,41.318,39.589,117.55,-0.92%
44361,40.529,39.24,40.970,38.769,157.35,3.86%
44360,39.22,35.467,39.321,34.827,123.32,10.02%
44359,35.467,37.334,37.437,34.703,87.73,-4.95%
44358,37.314,36.654,37.641,36.3,109.15,1.81%
44357,36.649,37.375,38.340,35.824,154.32,-1.83%
44356,37.332,33.385,37.517,32.428,209.82,11.83%
44355,33.382,33.574,34.47,31.158,193.54,-0.58%
44354,33.578,35.815,36.754,33.410,119.50,-6.25%
44353,35.815,35.518,36.434,35.265,62.20,0.83%
44352,35.520,36.841,37.887,34.832,101.48,-3.61%
44351,36.851,39.191,39.255,35.659,127.71,-5.96%
44350,39.187,37.555,39.462,37.193,106.44,4.34%
44349,37.555,36.687,38.199,35.981,96.89,2.37%
44348,36.687,37.294,37.850,35.742,113.48,-1.64%
44347,37.298,35.644,37.480,34.213,131.70,4.62%
44346,35.652,34.589,36.388,33.441,104.18,3.09%
44345,34.584,35.664,37.227,33.664,160.43,-3.02%
44344,35.662,38.543,38.844,34.772,199.58,-7.17%
44343,38.417,39.249,40.322,37.190,122.93,-2.12%
44342,39.249,38.375,40.750,37.847,153.80,2.27%
44341,38.378,38.753,39.740,36.540,163.1,-0.96%
44340,38.750,34.720,39.851,34.474,244.88,11.74%
44339,34.679,37.446,38.248,31.192,325.73,-7.39%
44338,37.448,37.291,38.776,35.314,185.83,0.40%
44337,37.297,40.611,42.108,33.592,315.50,-8.40%
44336,40.717,36.706,42.425,35.10,269.75,10.88%
44335,36.720,42.898,43.516,30.261,607.10,-14.40%
44334,42.897,43.538,45.770,42.293,154.96,-1.48%
44333,43.541,46.424,46.545,42.201,274.76,-6.21%
44332,46.426,46.729,49.764,43.920,180.7,-0.60%
44331,46.708,49.839,50.640,46.650,131.91,-6.28%
44330,49.839,49.704,51.459,48.874,118.84,0.27%
44329,49.704,49.398,51.337,46.331,236.71,0.65%
44328,49.384,56.694,57.938,49.187,160.74,-12.90%
44327,56.695,55.846,56.871,54.550,96.47,1.52%
44326,55.848,58.251,59.523,53.678,142.61,-4.10%
44325,58.238,58.840,59.227,56.414,103.59,-1.02%
44324,58.840,57.330,59.471,56.972,101.27,2.62%
44323,57.337,56.411,58.639,55.300,110.1,1.65%
44322,56.405,57.441,58.364,55.294,109.2,-1.80%
44321,57.441,53.872,57.936,53.872,119.82,6.88%
44320,53.741,57.170,57.201,53.741,132.33,-6.00%
44319,57.169,56.605,58.925,56.562,89.24,1.00%
44318,56.603,57.807,57.868,56.110,53.61,-2.08%
44317,57.807,57.719,58.449,57.29,63.41,0.15%
44316,57.720,53.562,57.925,53.88,103.74,7.77%
44315,53.560,54.838,55.173,52.400,83.90,-2.34%
44314,54.841,55.36,56.419,53.876,86.96,-0.35%
44313,55.36,54.11,55.427,53.345,84.8,1.88%
44312,54.20,48.963,54.320,48.815,129.76,10.33%
44311,48.963,50.88,50.532,47.98,59.20,-2.25%
44310,50.88,51.140,51.183,48.775,82.25,-2.06%
44309,51.143,51.707,52.99,47.659,214.46,-1.13%
44308,51.729,53.821,55.408,50.590,168.13,-3.88%
44307,53.820,56.479,56.764,53.657,100.26,-4.71%
44306,56.483,55.645,57.54,53.422,115.49,1.50%
44305,55.646,56.208,57.517,54.272,117.51,-1.00%
44304,56.207,60.43,60.362,51.817,216.81,-6.39%
44303,60.41,61.358,62.509,59.672,84.8,-2.18%
44302,61.379,63.211,63.518,60.27,136.85,-2.90%
44301,63.216,62.978,63.729,62.67,76.97,0.37%
44300,62.980,63.544,64.778,61.366,130.43,-0.88%
44299,63.540,59.863,63.659,59.839,126.56,6.14%
44298,59.863,59.982,61.259,59.569,81.88,-0.19%
44297,59.978,59.772,60.667,59.250,58.20,0.39%
44296,59.748,58.127,61.229,57.900,103.72,2.80%
44295,58.118,58.76,58.890,57.686,59.22,0.07%
44294,58.77,55.948,58.136,55.721,64.78,3.80%
44293,55.948,57.996,58.627,55.489,110.69,-3.53%
44292,57.996,59.169,59.487,57.403,77.15,-1.69%
44291,58.993,58.202,59.205,56.842,54.13,1.36%
44290,58.199,57.59,58.464,56.470,57.21,2.00%
44289,57.59,58.976,59.770,56.906,68.74,-3.25%
44288,58.977,58.718,60.134,58.466,72.37,0.44%
44287,58.718,58.763,59.406,58.40,69.4,-0.08%
44286,58.763,58.771,59.795,56.991,98.6,-0.01%
44285,58.771,57.614,59.366,57.77,86.21,2.00%
44284,57.616,55.764,58.392,54.951,107.91,3.32%
44283,55.765,55.856,56.504,54.711,58.71,-0.17%
44282,55.862,55.33,56.531,54.10,73.87,1.50%
44281,55.36,51.317,55.74,51.302,100.30,7.24%
44280,51.322,52.330,53.175,50.441,143.35,-1.92%
44279,52.325,54.309,57.169,51.725,137.91,-3.91%
44278,54.452,54.117,55.813,52.992,84.84,0.54%
44277,54.158,57.379,58.379,53.784,95.53,-5.62%
44276,57.383,58.97,58.583,55.583,77.47,-1.22%
44275,58.93,58.84,59.882,57.863,67.83,0.01%
44274,58.88,57.645,59.448,56.305,83.98,0.75%
44273,57.656,58.911,60.88,57.99,102.62,-2.13%
44272,58.913,56.892,58.933,54.253,118.26,3.56%
44271,56.889,55.619,56.889,53.342,128.51,1.97%
44270,55.791,59.117,60.565,55.88,117.71,-5.62%
44269,59.113,61.192,61.673,59.113,80.29,-3.40%
44268,61.195,57.267,61.795,56.118,134.64,6.86%
44267,57.265,57.806,58.52,55.134,116.96,-0.92%
44266,57.799,55.851,58.135,54.351,129.63,3.49%
44265,55.851,54.882,57.328,53.73,140.96,1.77%
44264,54.879,52.352,54.880,51.941,114.6,4.91%
44263,52.311,50.988,52.384,49.338,68.14,2.61%
44262,50.982,48.899,51.434,48.890,82.91,4.35%
44261,48.855,48.798,49.191,47.132,66.66,0.13%
44260,48.792,48.363,49.429,46.370,113.64,0.75%
44259,48.428,50.388,51.757,47.521,9.56,-3.90%
44258,50.395,48.422,52.567,48.159,44.93,4.07%
44257,48.424,49.595,50.191,47.100,102.10,-2.36%
44256,49.595,45.160,49.774,45.8,137.52,9.81%
44255,45.164,46.136,46.582,43.100,135.8,-2.11%
44254,46.136,46.333,48.335,45.59,98.75,-0.45%
44253,46.345,46.928,48.413,44.248,189.41,-1.24%
44252,46.928,49.695,52.13,46.773,83.22,-5.57%
44251,49.697,48.911,51.311,47.31,153.75,1.61%
44250,48.911,54.114,54.115,45.93,315.7,-9.61%
44249,54.111,57.437,57.480,48.353,244.95,-5.78%
44248,57.433,55.907,58.335,55.502,87.26,2.70%
44247,55.923,55.922,57.523,54.124,127.85,0.03%
44246,55.906,51.590,56.238,50.816,139.43,8.38%
44245,51.582,52.94,52.524,50.941,94.35,-0.95%
44244,52.79,49.161,52.577,49.18,140.3,5.92%
44243,49.169,47.934,50.515,47.44,141.37,2.57%
44242,47.936,48.611,48.936,45.786,123.18,-1.45%
44241,48.643,47.172,49.695,47.51,106.50,3.13%
44240,47.168,47.373,48.97,46.270,89.42,-0.43%
44239,47.371,47.995,48.927,46.218,133.73,-1.29%
44238,47.990,44.834,48.622,44.41,145.77,7.04%
44237,44.836,46.507,47.295,43.800,151.83,-3.60%
44236,46.508,46.396,48.143,45.104,193.87,0.24%
44235,46.395,38.853,46.596,38.57,248.47,19.41%
44234,38.852,39.228,39.691,37.381,125.37,-1.03%
44233,39.256,38.300,40.939,38.275,156.2,2.50%
44232,38.297,36.976,38.303,36.640,100.60,3.56%
44231,36.982,37.648,38.707,36.380,151.44,-1.77%
44230,37.646,35.486,37.646,35.401,131.3,6.09%
44229,35.485,33.514,35.976,33.462,120.85,5.88%
44228,33.515,33.106,34.685,32.324,126.32,1.23%
44227,33.108,34.281,34.348,32.189,101.92,-3.43%
44226,34.283,34.300,34.920,32.908,128.57,-0.05%
44225,34.301,33.381,38.546,31.953,297.73,2.78%
44224,33.374,30.408,33.790,29.911,167.39,9.77%
44223,30.404,32.499,32.545,29.290,194.35,-6.46%
44222,32.502,32.244,32.917,30.850,139.84,0.77%
44221,32.252,32.244,34.854,31.967,142.43,0.03%
44220,32.241,32.88,33.34,30.982,88.21,0.47%
44219,32.88,32.994,33.441,31.418,100.70,-2.76%
44218,33.0,30.838,33.821,28.871,243.9,7.00%
44217,30.842,35.472,35.591,30.101,253.27,-13.06%
44216,35.476,35.862,36.384,33.444,153.61,-1.46%
44215,36.2,36.630,37.821,36.1,79.11,-1.67%
44214,36.613,35.838,37.436,34.801,111.52,2.16%
44213,35.839,36.20,36.801,33.883,126.82,-0.50%
44212,36.19,36.751,37.931,35.408,137.2,-2.24%
44211,36.845,39.175,39.715,34.488,118.42,-5.95%
44210,39.175,37.383,40.54,36.772,172.40,4.80%
44209,37.382,34.61,37.764,32.451,209.93,9.70%
44208,34.76,35.426,36.598,32.572,241.93,-4.13%
44207,35.544,38.195,38.217,30.411,251.4,-6.93%
44206,38.192,40.149,41.362,35.141,215.78,-4.88%
44205,40.151,40.607,41.363,38.775,128.42,-1.10%
44204,40.599,39.466,41.921,36.613,251.29,2.89%
44203,39.460,36.798,40.340,36.361,249.60,7.25%
44202,36.793,33.999,36.934,33.408,227.56,8.24%
44201,33.991,32.15,34.414,30.10,202.13,6.15%
44200,32.22,33.16,33.587,28.204,255.27,-2.84%
44199,32.958,32.192,34.755,32.29,155.21,2.38%
44198,32.193,29.359,33.233,29.8,240.87,9.65%
44197,29.359,28.951,29.627,28.712,100.90,1.42%
44196,28.949,28.866,29.298,28.25,136.69,0.28%
44195,28.868,27.374,28.979,27.374,159.82,5.45%
44194,27.376,27.65,27.390,25.902,119.57,1.18%
44193,27.57,26.259,27.444,26.144,126.98,3.03%
44192,26.261,26.460,28.360,25.858,231.23,-0.73%
44191,26.454,24.714,26.826,24.515,155.77,7.15%
44190,24.689,23.728,24.778,23.445,2.40,4.02%
44189,23.736,23.253,23.783,22.737,104.59,2.06%
44188,23.257,23.820,24.63,22.694,178.47,-2.37%
44187,23.823,22.730,23.825,22.388,130.75,4.82%
44186,22.728,23.474,24.101,22.15,154.69,-3.18%
44185,23.474,23.843,24.280,23.98,114.9,-1.55%
44184,23.844,23.127,24.107,22.797,133.88,3.10%
44183,23.127,22.823,23.272,22.361,131.80,1.33%
44182,22.825,21.352,23.738,21.243,310.74,6.90%
44181,21.352,19.434,21.525,19.299,199.81,9.87%
44180,19.434,19.273,19.556,19.76,98.39,0.84%
44179,19.273,19.176,19.346,19.7,67.11,0.51%
44178,19.176,18.808,19.403,18.716,82.45,1.96%
44177,18.808,18.26,18.936,18.25,71.37,4.36%
44176,18.23,18.250,18.288,17.600,111.53,-1.23%
44175,18.247,18.546,18.551,17.926,85.31,-1.61%
44174,18.546,18.322,18.637,17.658,129.72,1.20%
44173,18.326,19.170,19.288,18.229,101.41,-4.40%
44172,19.170,19.368,19.424,18.908,61.98,-1.08%
44171,19.379,19.146,19.417,18.873,54.56,1.22%
44170,19.146,18.657,19.172,18.507,59.44,2.62%
44169,18.658,19.431,19.529,18.610,110.63,-3.99%
44168,19.433,19.219,19.596,18.883,99.97,1.12%
44167,19.218,18.767,19.335,18.346,91.92,2.39%
44166,18.770,19.697,19.897,18.257,208.72,-4.71%
44165,19.698,18.186,19.831,18.186,185.59,8.32%
44164,18.185,17.729,18.336,17.530,79.12,2.57%
44163,17.730,17.142,17.874,16.874,95.20,3.52%
44162,17.127,17.160,17.450,16.481,138.80,-0.20%
44161,17.162,18.721,18.894,16.235,312.7,-8.34%
44160,18.723,19.151,19.486,18.527,146.12,-2.24%
44159,19.152,18.394,19.416,18.74,180.79,4.21%
44158,18.379,18.428,18.756,18.16,127.35,-0.18%
44157,18.412,18.689,18.751,17.644,121.76,-1.47%
44156,18.687,18.673,18.966,18.397,108.91,0.06%
44155,18.675,17.805,18.811,17.758,134.42,4.90%
44154,17.803,17.775,18.166,17.380,135.94,0.16%
44153,17.774,17.662,18.466,17.258,233.43,0.64%
44152,17.662,16.715,17.845,16.562,175.87,5.66%
44151,16.715,15.954,16.880,15.870,118.9,4.78%
44150,15.953,16.74,16.158,15.782,58.43,-0.73%
44149,16.71,16.323,16.328,15.717,83.64,-1.55%
44148,16.324,16.293,16.474,15.973,113.75,0.18%
44147,16.294,15.695,16.342,15.483,165.54,3.82%
44146,15.695,15.303,15.953,15.281,119.7,2.56%
44145,15.303,15.328,15.465,15.96,93.36,-0.15%
44144,15.327,15.483,15.819,14.816,165.4,-1.01%
44143,15.483,14.826,15.648,14.720,94.99,4.42%
44142,14.828,15.578,15.754,14.385,160.73,-4.81%
44141,15.577,15.593,15.955,15.223,186.13,-0.06%
44140,15.587,14.145,15.739,14.99,227.49,10.19%
44139,14.145,14.23,14.238,13.544,140.80,0.90%
44138,14.19,13.560,14.54,13.294,108.17,3.38%
44137,13.561,13.759,13.828,13.214,97.76,-1.44%
44136,13.759,13.795,13.889,13.628,51.71,-0.27%
44135,13.797,13.560,14.65,13.441,102.75,1.75%
44134,13.559,13.457,13.667,13.134,108.77,0.76%
44133,13.457,13.278,13.640,12.982,111.23,1.34%
44132,13.278,13.658,13.851,12.907,144.18,-2.77%
44131,13.657,13.61,13.782,13.50,128.64,4.56%
44130,13.61,13.33,13.229,12.792,89.47,0.23%
44129,13.32,13.117,13.345,12.900,59.73,-0.65%
44128,13.117,12.933,13.161,12.876,51.20,1.42%
44127,12.934,12.972,13.25,12.738,73.94,-0.31%
44126,12.974,12.805,13.183,12.698,113.31,1.30%
44125,12.808,11.913,13.213,11.894,197.72,7.51%
44124,11.913,11.753,12.29,11.685,94.59,1.36%
44123,11.753,11.507,11.823,11.413,73.4,2.14%
44122,11.506,11.362,11.506,11.349,31.51,1.27%
44121,11.362,11.321,11.402,11.274,29.86,0.35%
44120,11.322,11.503,11.542,11.224,71.42,-1.57%
44119,11.503,11.421,11.590,11.276,70.84,0.72%
44118,11.420,11.424,11.541,11.293,59.12,-0.03%
44117,11.423,11.533,11.558,11.315,64.67,-0.95%
44116,11.533,11.370,11.715,11.227,84.2,1.43%
44115,11.371,11.295,11.439,11.277,41.6,0.64%
44114,11.298,11.53,11.475,11.53,65.81,2.21%
44113,11.54,10.923,11.103,10.836,70.95,1.19%
44112,10.924,10.670,10.948,10.549,79.78,2.37%
44111,10.670,10.601,10.680,10.553,49.27,0.64%
44110,10.602,10.790,10.800,10.530,69.7,-1.73%
44109,10.789,10.672,10.789,10.623,48.86,1.09%
44108,10.672,10.544,10.693,10.520,31.40,1.22%
44107,10.544,10.572,10.597,10.501,29.10,-0.27%
44106,10.572,10.619,10.662,10.387,77.94,-0.45%
44105,10.620,10.776,10.913,10.462,95.33,-1.44%
44104,10.776,10.843,10.847,10.667,55.55,-0.60%
44103,10.840,10.694,10.858,10.642,59.64,1.38%
44102,10.693,10.776,10.946,10.685,72.29,-0.77%
44101,10.776,10.727,10.799,10.602,40.92,0.45%
44100,10.727,10.688,10.793,10.650,37.85,0.37%
44099,10.688,10.739,10.756,10.558,71.43,-0.47%
44098,10.739,10.238,10.787,10.201,82.95,4.90%
44097,10.237,10.531,10.535,10.146,74.95,-2.79%
44096,10.531,10.419,10.570,10.361,63.52,1.10%
44095,10.416,10.919,10.987,10.328,109.85,-4.62%
44094,10.921,11.81,11.81,10.772,53.39,-1.45%
44093,11.81,10.933,11.177,10.890,51.63,1.36%
44092,10.933,10.941,11.29,10.818,63.48,-0.08%
44091,10.941,10.950,11.39,10.755,77.22,-0.07%
44090,10.949,10.785,11.93,10.669,94.94,1.52%
44089,10.785,10.675,10.931,10.627,91.70,1.03%
44088,10.675,10.332,10.744,10.264,96.64,3.38%
44087,10.326,10.441,10.579,10.219,66.12,-1.11%
44086,10.441,10.390,10.476,10.275,48.49,0.50%
44085,10.390,10.339,10.398,10.212,62.28,0.49%
44084,10.339,10.224,10.480,10.219,88.1,1.13%
44083,10.224,10.126,10.343,9.984,71.37,0.97%
44082,10.126,10.376,10.434,9.877,113.90,-2.41%
44081,10.376,10.296,10.400,9.887,12.40,0.78%
44080,10.296,10.92,10.337,10.4,12.12,2.02%
44079,10.92,10.472,10.558,9.897,14.72,-3.63%
44078,10.472,10.168,10.614,9.960,12.50,2.99%
44077,10.168,11.413,11.442,10.9,9.65,-10.90%
44076,11.413,11.914,11.947,11.244,20.26,-4.21%
44075,11.914,11.644,12.45,11.544,580.69,2.32%
44074,11.644,11.701,11.760,11.563,496.14,-0.49%
44073,11.702,11.468,11.704,11.462,409.36,2.04%
44072,11.468,11.527,11.576,11.433,389.85,-0.51%
44071,11.527,11.327,11.539,11.281,464.94,1.77%
44070,11.327,11.462,11.580,11.135,560.59,-1.18%
44069,11.462,11.324,11.533,11.254,513.6,1.21%
44068,11.324,11.752,11.766,11.131,594.7,-3.65%
44067,11.753,11.641,11.824,11.587,429.13,0.96%
44066,11.641,11.661,11.705,11.520,377.33,-0.17%
44065,11.661,11.529,11.677,11.382,433.98,1.15%
44064,11.529,11.856,11.877,11.495,506.38,-2.76%
44063,11.856,11.751,11.881,11.672,430.93,0.91%
44062,11.750,11.944,12.13,11.602,550.26,-1.65%
44061,11.947,12.283,12.381,11.842,606.79,-2.73%
44060,12.282,11.898,12.444,11.764,628.41,3.22%
44059,11.899,11.845,11.922,11.688,410.81,0.45%
44058,11.845,11.751,11.964,11.711,499.10,0.80%
44057,11.750,11.771,11.835,11.651,435.44,-0.17%
44056,11.770,11.557,11.772,11.298,545.67,1.85%
44055,11.557,11.390,11.605,11.190,549.59,1.46%
44054,11.390,11.889,11.931,11.146,615.90,-4.19%
44053,11.889,11.681,12.41,11.546,564.11,1.78%
44052,11.681,11.764,11.792,11.527,303.0,-0.71%
44051,11.764,11.591,11.805,11.533,317.6,1.49%
44050,11.592,11.757,11.901,11.352,517.0,-1.40%
44049,11.757,11.735,11.898,11.563,554.85,0.19%
44048,11.735,11.184,11.771,11.114,570.83,4.92%
44047,11.184,11.223,11.407,11.43,485.79,-0.35%
44046,11.224,11.66,11.461,10.981,470.24,1.42%
44045,11.66,11.802,12.61,10.730,647.95,-6.24%
44044,11.803,11.333,11.847,11.226,611.47,4.14%
44043,11.333,11.96,11.434,10.964,530.95,2.14%
44042,11.96,11.105,11.164,10.861,501.14,-0.09%
44041,11.105,10.908,11.336,10.771,576.83,1.81%
44040,10.908,10.961,11.46,10.873,658.37,-1.04%
